ID,Is_Lead
RE9I9ADR,0.809113599
TRZNCPCJ,0.856883941
8CFPTRSQ,0.840554698
X6RNAX3H,0.797652164
7BZT4KZC,0.053337492
GQPNOHNR,0.055627419
FFUG2GWV,0.024575495
XNBDTCT4,0.074472071
K7Y6BRGJ,0.207785278
VA4GYVYR,0.078784185
CNA3FIIH,0.156231856
FCN34YRK,0.052108542
CSOTYKGK,0.056194612
IGHDDJXB,0.843183528
RWQZJUGH,0.089435556
U2YUTTFR,0.065789234
8WEQNJOV,0.189444306
G9EXVC7W,0.332205238
FG4HDDKY,0.050521568
EHBHXQNS,0.262030675
CXJEDENS,0.283093879
DCGSZ3XJ,0.02293485
HERDKM2C,0.070398719
EY464Q8B,0.183671374
8HXE5QNJ,0.03854314
FQNSXOFT,0.07716028
G5GY8WQV,0.165448267
FENEYFML,0.207012565
8FY8A5FD,0.844045962
ESTAWAFC,0.059346938
UP7T2FQ6,0.051543862
YF6YAVSS,0.053590977
6TW78SEM,0.035862494
FE7DTKNN,0.095604667
XYMD4CNC,0.024536324
8LBCBPLG,0.675138825
8XTOASWG,0.227656041
RZEJ38Q4,0.053185347
KLTP6MC7,0.41424623
7SKA2SM5,0.038479127
M4AF6XFU,0.857426956
JDWJ4RUH,0.113699386
6A6GNPSU,0.085500478
7AST8RRL,0.042960864
UUDJLLLM,0.260872603
EPAKMAQY,0.098771546
XRDNSC9S,0.141832759
FVGBSZKG,0.844918281
YHDQ5YV6,0.87234463
AJCI68ET,0.105087097
2EUTANS7,0.153827316
PINXVATV,0.04393571
AUNRMXA5,0.728762056
UYZNXWUO,0.997352817
BVV4RMKQ,0.051728229
9QNIYE93,0.023063089
DBVDAZM7,0.571575254
93RSXUDE,0.045158799
E8WPXMGY,0.836949413
6J2LRPQQ,0.0522073
KMFMK8YM,0.053526231
2TULES8H,0.555158052
S9HWRWWG,0.086973563
CPTDS4BX,0.054940178
3QMAXP4O,0.807002655
RN4FYAAB,0.134409426
NL7R7QYA,0.1087775
OHEU7VR8,0.092790478
NBSA2TAA,0.067214647
AUAWLH5Y,0.02689087
DLPJZNWO,0.777589203
ZRE73NGQ,0.052843243
SYRTEI6G,0.0606519
3EEU2BV4,0.022491777
JKJWBDVW,0.051397599
8U8BYDGU,0.203011104
RYZPDC8M,0.291031952
EJ4MOSX2,0.461501926
U6XKSMQP,0.037497133
MQEGAQM8,0.523888536
SBS3BFBQ,0.051543862
2OXX6WEJ,0.989981271
FWZBT2ZG,0.381200969
YO6NLVUM,0.021528983
82TGQWSG,0.052969434
OXKCQGC7,0.35633411
2OYD2APE,0.841540113
THSQG9ZV,0.051063294
9TSKFQ6J,0.026095385
A9TZHAZP,0.023397985
B9UXGFR9,0.744742942
GJCAATUA,0.076452734
87M3OJKA,0.051412267
XRMHBSNQ,0.04374678
GQGHSPRP,0.36299414
TMCPBKZL,0.337747959
CPBKP6TT,0.11242978
2BG6RIN3,0.55560673
WPIFWV5N,0.061400064
XMWZG5WR,0.051946779
4PHXAWIF,0.061296786
A9FPVJ98,0.045691432
BLWLTX35,0.051941605
IHWEPRBH,0.064990483
QMLNBTQA,0.061511257
ADMNVGV7,0.502858573
85XSGUVE,0.137488497
HQ5DRQIP,0.136484759
3TIC3QXF,0.140348862
GB544WFW,0.078047463
9J4SVWFT,0.071151477
ISX2MQNO,0.051946779
ECCIU6TP,0.023340941
6JKSVHRE,0.258748482
KYD72S8U,0.196511525
MQUW7VR4,0.328512916
G2R7P57U,0.051207636
HTVSZAGW,0.082372845
5V52YJUA,0.051412267
MSUWN5K9,0.157154503
RGDZT48T,0.360381843
JZN8TBPR,0.072851628
CBHYY9RH,0.051890288
ZSN6VAC4,0.10047361
CYWS4CK7,0.050891481
W3KXKWKN,0.420275462
8DZMEYNM,0.022979761
TJYPECEM,0.052780528
CRGYKT4C,0.440759825
JYPMQYP2,0.491049583
F7NUFIDO,0.070840583
5Y5IHR6C,0.085963064
XG7B9GDG,0.021752958
MT4DRXRR,0.235325497
8SSQMQ8Q,0.859264226
QZGJK3RN,0.084660126
6SMIDHWX,0.071860071
4B9FHQPB,0.063314411
ESBSKMTQ,0.02334158
ALY3HBZT,0.332224626
DSYVKZ8D,0.127319091
KKC7UEUG,0.853695496
E8XXAAFQ,0.046062257
YM2JHQES,0.038696374
COZQGLZP,0.843745046
XZEMACSC,0.891785189
6Z2D88MT,0.32593745
X4KYY9KK,0.051593564
VMGUDU8M,0.054560365
E2KWFMBJ,0.054190781
SYB4TX5M,0.049959
CFRA8E3M,0.079568745
W2JYU7YZ,0.036459568
VV5BU59M,0.476658384
YXHIQMQK,0.108864174
KN9UUXRS,0.984329389
UUAAG6AW,0.317945308
4RQNEZZJ,0.06011983
J7AWMIBW,0.089981312
95ZA85D8,0.053299029
HYGFEUWL,0.05179321
64VY6VPD,0.097656876
MEAUQT62,0.071044064
4XXCFKQZ,0.036455877
IEKMGKNU,0.039208916
LUMTFTT6,0.059788351
NW3KFEW7,0.43695113
ZUJ6NUYA,0.167217179
BQEBEN5E,0.838059286
KNIZMPYQ,0.049606476
DG4BZOZT,0.073672582
LW5RVJRI,0.051946779
UJNA5GVF,0.051215112
GB3M5SQT,0.061733024
JBBVGVU8,0.768642498
AXWLUWVY,0.022826778
GRPK2B4E,0.151259677
EOEQDH9G,0.052322131
FDMTRRTC,0.259881458
GCWXOSMH,0.859339391
KEMPSDWD,0.023868126
UBMN6TNN,0.04083729
5RHKSTFY,0.092490209
SQVGHOBP,0.244992103
IVS67JFW,0.053900629
ROFE6ZHM,0.051060434
Z9E78366,0.052219919
XWY28TCZ,0.35593559
9MTDFX4M,0.994625272
KFHZA6DU,0.242690643
COIJMPD6,0.086836698
7UOLLACJ,0.051904827
XTORPZTM,0.077454505
MZNECBVM,0.21063512
IUJW2SMZ,0.278583753
W2QTRJJW,0.223516708
HKGPA94J,0.864138156
N88BT75S,0.044898803
WZNVWBZF,0.193627747
AFVAKSXT,0.831313767
BHYZ7Z7D,0.856877085
UDN4J2GK,0.06889335
UVBNAY76,0.072938389
RYKWG6FL,0.595085013
NYE6K9JK,0.858216022
IXDPQAFG,0.204369424
EDBUFWQC,0.970795512
HUGAHSSE,0.059059761
J4AS5RG9,0.060084757
M6Z7SQLE,0.053740772
ZQXOQHSD,0.995995148
MYODQUST,0.428399748
C2XMZJDG,0.29070681
MXFHWPVM,0.174383232
HQBW9PIL,0.054742217
ADZXGASW,0.101896586
92CXYJ53,0.992219223
LADEG75P,0.052649327
9TCXPSTD,0.023868126
8JVIRGGJ,0.084907481
3MVRZDJ4,0.562041816
XHZHHM6E,0.176246218
FJCQK2OM,0.8146351
INDXGSVQ,0.468132599
CWTIBAMW,0.059630857
DQKPNIQA,0.051202531
WKT29MYP,0.051240491
3DBMHFZC,0.791879723
LLG7ZCHW,0.021557433
YXDFSMPY,0.226519952
BKSBVMOK,0.270522023
W3VHTPRJ,0.04130657
CB26OSF9,0.059841564
IUWNMO3I,0.022775803
2S7L9A32,0.993640075
9YNIBNHB,0.832679759
AAQ3FRGD,0.452864327
ZGCMPO2H,0.266762359
WC2AM5GT,0.062640553
3PXPTKTU,0.490354982
8T5J6DAB,0.022826778
OWFH6CFA,0.052219919
YQSPAKQC,0.02499428
VNEDDDOZ,0.051267987
AZQIET2V,0.131151571
NRQTHX2P,0.051654098
P9MZDHUE,0.106550887
YTARSLHG,0.032572344
G7T7CMSU,0.052388248
AYKD4YXV,0.021557433
GMKPCDDG,0.463320853
I4GGXQ4X,0.118393008
XMNX9RGO,0.10047361
6JIGZ6E8,0.052021086
P8OQG2QO,0.155764201
HE6KIP3T,0.05099749
W9PXYUGB,0.117713888
ZAJIYE4K,0.054642642
FNWJEKEC,0.485236644
AA2PGNGJ,0.037313902
AQ79OO52,0.877913915
5G27GDUS,0.551863236
E32MHNFS,0.052206178
ZGBUA8DV,0.842995148
S7VVXK2D,0.070400704
T4CS6HGT,0.051458162
DTSBKDSR,0.462734356
QGH8XJLR,0.066125155
Y2SLV3TQ,0.613290376
7XREY6NE,0.181846147
A2FPYZIR,0.058029559
3LJKBAED,0.207753553
8O5UWRGX,0.052388248
UWQRG2YC,0.052103995
W6G3KTRU,0.021557433
BSJMQIIE,0.175290607
VTBCY7SU,0.060611318
EW6AXRRZ,0.051903951
7MCRHSMG,0.026795172
JTLASJTZ,0.831338387
AZ3PSWTT,0.069716626
EJVFMGSY,0.631002862
FXTQYSM5,0.057448659
MCTVFRNF,0.031497314
VWREURKJ,0.082286395
FFLBUCBT,0.119352497
BUKMZA2G,0.051593564
AW63KKSD,0.858326167
SVWTCUU6,0.051543862
DVBI9MKN,0.111644307
KVTNCXRH,0.066996144
KOWKOJHW,0.051113158
BU6IR2VW,0.050878908
JU4MJZ5N,0.253082034
BYDS4Z9X,0.364194069
AHK5MU3T,0.057239171
2M4QQVPU,0.102800828
6GP8WZDJ,0.051772501
QW7TAZNC,0.34104348
FDTZVULD,0.119352497
6LISKHOI,0.4110275
9WDHVDWR,0.076757362
NGUA9QDE,0.856484876
73FOVBYW,0.054742217
DCHB2MHN,0.074740337
5FIBRSPF,0.022684403
JWKXRMHV,0.096228053
IYNKNM47,0.425096349
RMUJNMSP,0.871607031
CF9QB6MP,0.993232147
AKE6AZAD,0.027832811
GUBCPPZI,0.053251425
5OA4KZYI,0.026095385
DRJQAWBY,0.432626281
K3EIO77M,0.107801849
J6KGNFKS,0.02269325
K8UGPHTN,0.301515374
OPJKRQQR,0.052446201
COVAFALR,0.205454647
WR9JTVS9,0.063493605
NNMKG8SY,0.824343517
JFV7EPGK,0.03047272
NCUQKFMX,0.051941605
HBAQNRNE,0.053863096
LVE773LA,0.049959
ECL2VQBZ,0.513725077
35FLEPGJ,0.989832845
GOBVGFVP,0.115575848
LCSPN2YV,0.042421727
GJG5I6OQ,0.077649041
4HRG3HFE,0.029634699
3BJXTJVJ,0.021947819
BSMANUPW,0.073137373
EBKKQUIW,0.050134424
PTRSYSBK,0.258036053
K5D2SKLM,0.045311827
GGAIINUD,0.055355904
JQKATKWO,0.508183417
ISE6WEM3,0.051904827
Q7PYENFE,0.520909516
MFZZP8DT,0.075938618
YPKQJYFD,0.027755557
9GYWYUPK,0.059410019
D5VHUFWB,0.245668312
HDRDGS9C,0.836487991
V4SUMUW7,0.24268931
H3EQHKVB,0.181998744
9DSOVRFH,0.186583501
5XCLBIEG,0.202196994
DWMCYPG2,0.104043948
XRZALNLQ,0.112443433
DR69GTJ4,0.330788009
F9H3J8H7,0.36579015
2JPVEJ24,0.027147876
IN5WTKDJ,0.143626972
9Y7ZZNCG,0.224057268
EURSODSV,0.397195066
MW3UTEEB,0.241440456
RMWFGTHE,0.052070375
FDLT3VPK,0.235007234
YMRCOQCD,0.85143563
QWVDGRSU,0.085593292
RG5Q3JOZ,0.151570711
GTZSDN46,0.288953643
BG4NKJDH,0.838577626
6LS5QWIT,0.192928567
KPEZYQXR,0.813409884
SHGKGSFV,0.109044699
CKJEM7BW,0.158013654
A3FBNAKC,0.059988216
DTJ8FQTM,0.051605977
RD7238AW,0.100228648
V4NSGCKK,0.054592085
RP2DANQD,0.077908045
DE2MVLEC,0.051448365
Y524WCR8,0.055181556
6AEQTKXY,0.053471413
SY5ORSR9,0.044898803
S2RSQFJE,0.277025887
B5KYEN8R,0.027572111
GCCQTWYE,0.052061923
TAUTSYF6,0.051297676
XFP9WU6S,0.084907481
MNSVOZBB,0.438270952
EURFZWJM,0.022847609
CSBCHYVV,0.052446201
8JNU6ZPP,0.053017452
MBYPQHXE,0.879027163
6SZNBEUN,0.088915069
ARWNTYLS,0.088263748
DI8S8AJO,0.112458647
ATK5FGJR,0.287226425
8KMUVBDZ,0.992594687
ARDGTC7J,0.053225821
QUMZBDGU,0.373048979
NPRWTVLD,0.46849244
YRIWPNTU,0.036455877
EEDJFUXM,0.871937495
FCVZFSKX,0.050649942
WUQD4RZR,0.27099438
FVDASR3I,0.181713117
3WTWTWKK,0.069899297
44RWX4S8,0.241084083
EDJHPCXN,0.878354948
3YMBPVMY,0.868920526
EZLBNJS6,0.077578906
PNOUDQSW,0.023136836
BPDXZFGQ,0.051890288
6W4GPSH9,0.030172167
DHJWMKXM,0.289855803
AU8HBHZI,0.182020567
XXVKPDDS,0.062898171
QFZYC2QT,0.040529084
9BEDBJKI,0.418105822
M8S5ZBDJ,0.149883526
D8MEVREK,0.220314274
N6IXQYWY,0.083133165
K2VICHX5,0.244124503
DKRVBAC9,0.121151555
CFYCXJUJ,0.052006842
G82PJINE,0.129271628
43TXUHZA,0.866673362
EGNRNXHK,0.060235994
HATXU2CA,0.109500395
ZAMGKASE,0.872819155
BMUHQ33K,0.040602674
AJUULH6Z,0.841650191
NZSKW2RK,0.071044064
WJQ9WUZC,0.112265974
2SFDQM55,0.149445108
PRWRFUGC,0.114692121
JESRWS6M,0.832366272
APHHSKWK,0.026544067
X4TBPPT3,0.234908272
6BO8VPQ2,0.820987774
ZZ6ALAAX,0.046488096
BHVJJJFE,0.069330029
8DPITQ3I,0.374721581
FZBFZY3D,0.050891481
VDBHNQNQ,0.119307032
ZQBI5JUC,0.081825989
UEAIIF3Z,0.054072443
JASUXHSR,0.064360091
LME4UEEH,0.342171793
XVLTQBYE,0.151248525
EPQ2RBV7,0.142045793
E6JUWQKR,0.993420345
KCCRSPRP,0.991774936
LP9KXSHX,0.436416667
EF4CHYQE,0.409467767
XSRTJWJ5,0.051063294
DNALHJVG,0.992708365
EWY8OC3X,0.056500511
8VKMJCCZ,0.022775803
LQFZCUQK,0.054874044
MASKHM73,0.253643064
UDBLJFYY,0.058396086
SSZ7ZTH3,0.20009523
HKX5VFAF,0.063631414
CJDVEWDS,0.560083584
H8N4ZR2F,0.16399695
EPFP7HKY,0.065799578
DGHUCEMD,0.051941605
BJMRKN7F,0.038495349
CWCLBPRT,0.826723541
SJNSVB7C,0.05009032
ZU5JMYAW,0.515924221
AIFNNRPV,0.473431845
78UFRCDK,0.051302789
GGODDXR7,0.131054948
CQVS4KE3,0.199159865
GD8HWDFY,0.043616958
MLI22X8J,0.803453658
PD8MH96T,0.08415621
E43KAREU,0.022781336
DAYVKLEB,0.072644732
KCQUVQRF,0.749373182
C3RVRR9V,0.134806986
LGIUPQJO,0.060023357
3W6JRWZE,0.524624731
HROBWXRE,0.053764259
JK6YROKZ,0.052388248
K9BYSGHH,0.44191499
7F6CJH8H,0.046905452
CTFNACBX,0.503443801
5SQPWSAB,0.052021086
KNUR6UDC,0.105226963
2TJZHT9S,0.778661284
2GJQEH8P,0.052961662
VZU4GQXM,0.125341017
2PSQJSGN,0.053863096
BKFMUGR5,0.150527496
WJTHUKZG,0.452704843
CSJ2RX24,0.077808824
TB8CS9KP,0.133589035
TVJ28MJA,0.112494062
5OF8BPYQ,0.193116365
CDNYXRCH,0.055143183
JZPATFCT,0.152664268
NKEYGBG9,0.139994518
FUHPRNHF,0.871597487
UVCZGY2Y,0.860121846
9FOV9MAV,0.835010656
WVGPDSP3,0.052961662
JBHFVWVK,0.858235057
BICYGBII,0.034294826
CXEMKXYN,0.054860866
AIPJN4NL,0.181133421
XDEKDCRV,0.052640504
AA7GLDED,0.210550715
3ZPKXQV2,0.37401443
FQ74QHGX,0.051063294
KA5H99BP,0.02266832
Q4ENZ6TY,0.025378525
5YCICPIR,0.057619951
MDWRFTM5,0.416293022
XSNNMOWA,0.83793936
DF4MODMA,0.721676868
VUBI9RF2,0.025649326
JLKGJATM,0.768404267
BAHMCRVT,0.050873834
BUDGPNMW,0.399743353
JARDTXKO,0.054560365
94EHR37K,0.069270026
2YXCKRUJ,0.529128179
8XWKZBHW,0.088915069
SHDAVMJF,0.807208759
XZPSJCG4,0.060196617
3AVVSSPH,0.168147593
3BZW4GCB,0.051640497
UPLHAHQF,0.02191074
RXR9C64F,0.214033419
9FNXSADJ,0.825012181
8BLOQYQS,0.869583603
GYTMZ2EJ,0.064914545
BMUDBEYR,0.82669571
IUERIDKD,0.890711366
XPWHJCSP,0.052388248
5ETRPBBK,0.040140318
SJEPZAAZ,0.053766991
DUPGNRYL,0.057633345
IXQDOETM,0.561655665
8EUMZWPD,0.825724397
OKR9Z5IQ,0.136613457
ERSU9PPB,0.833877071
R9Y2UUU3,0.077998201
9KZK73NZ,0.086973563
DUJOQ7TN,0.053358074
EF6QFVVW,0.825126176
GQRWAJUU,0.801157514
XEDAKY7D,0.276875392
E96UWAAK,0.068307997
4LFSM4WH,0.847134154
WSQXDCX8,0.201576831
YDJGB4ZM,0.051212662
2XZAHXDQ,0.033205075
FYFDUDQ9,0.248433623
5PPFI4HJ,0.202680589
YCE4QYGG,0.051904827
26JBTQAQ,0.456444157
JZMMSMD7,0.100396503
FAQCEXEK,0.05875552
SGBE6VKO,0.023045249
ORDUTW8D,0.172453982
GWSETLBT,0.059788611
UGHJB6OT,0.061036321
CT33KIC3,0.46849244
JDA8VICO,0.829003263
UNWZQGMF,0.023027689
63FHMJVB,0.886812822
FBSCEJAA,0.17633895
8HTF7YSP,0.854858605
QKCBCQ9V,0.069916673
DI7W5MJD,0.067423581
RARNM6ZC,0.048287836
38GTGRFY,0.057120087
QYTJDNFV,0.05041362
ELDSDV39,0.436171485
NV7UKSBH,0.822321607
KJ9SO9NE,0.060294434
9K4UJUXV,0.065870294
AREOD772,0.54761033
MC2HGHYZ,0.070840583
KUWVLPTQ,0.05274736
7ZMT8MTB,0.055316378
FSNVA27S,0.824098404
CWCGGW8K,0.146138729
CLRTP7DH,0.051653047
GYDPJXVF,0.058275068
YD8AEGRH,0.054003499
YQHBDWZC,0.032688771
9MY7WQLI,0.053766991
6436OPHN,0.023868126
B7VHEODG,0.115992174
E4B8HOBO,0.075318022
DKZBACYZ,0.267560054
HWA9DEME,0.051613284
5ERUQSQ8,0.122011323
VQZKTZAZ,0.096949257
RP3EBEMF,0.380415343
6YTQIHWV,0.181409159
3MAGWQD5,0.051856591
A6QLSKP9,0.072827921
59TI8LJZ,0.046256545
AYQODRX6,0.061821607
GHTBRBS2,0.089041744
VWRPHMNS,0.22257087
YW8EMTAR,0.082905198
D6GV3ZFV,0.838765683
S3DXY7DV,0.608533853
RFGNHRVU,0.055080122
CVDXJEYF,0.055433411
GA5MGBVB,0.059962223
C5LZZGZF,0.870205744
YB98YY8D,0.049959
CXXJSRGE,0.065630198
QCUSYGR2,0.095942783
DCPECVZM,0.053863096
AEV2TMMG,0.287545452
CD6A6MQK,0.022924305
PQCCQJ6B,0.225911119
CXDAY9S4,0.057984777
ZXC8C2CV,0.266606504
CKGVNHHX,0.821428516
A76EPDV6,0.528058904
ASHRPNSX,0.155372686
FZ9TK2FX,0.04614481
EV8H5TS8,0.057594463
GSAOBBZW,0.553871845
NDJALWVW,0.481942795
LBVQES7C,0.05264605
AVUIWGIT,0.051207636
E84GEZCW,0.297618907
JQX6BJDP,0.195390776
ECMEWZAY,0.113767
FJB4GTOI,0.46641051
EWCCXNNM,0.055080122
FNRFUACR,0.425892183
UDAE2CKN,0.859270781
VIYHVFDK,0.064572229
Y2ZNWFCC,0.135086132
LAA7TYG2,0.108599781
CGHEKQKE,0.368150831
AAKB2ES2,0.11578666
SJDEBEQ5,0.114964169
W6TXTQWM,0.541655931
7DRNV4MV,0.085727909
EFUUKC4H,0.117713888
TC54QNCY,0.053323823
OCXQLUQW,0.838654507
GCOFUZQA,0.318943895
A96PVQHF,0.052315748
6RPYG28T,0.822023507
FPVOHSTX,0.042054395
BHSXC6MQ,0.096670527
SCCNXEGW,0.051063294
FLSVGOUD,0.053863096
RAE3DACY,0.812362905
9NEBK42B,0.862203863
UJXH9JPY,0.444128977
IXHQEBCK,0.021716059
JVGPWDZI,0.050783621
Q6UT36WV,0.773617523
EGS8BGD9,0.34017177
3O9H3JSP,0.045805136
3OGNL6AH,0.149811906
SZ4HQW99,0.034424324
VV8XGLXQ,0.052560751
L8HOE6BW,0.069076255
EASWSPV7,0.361999262
PKSHUSMA,0.032450405
A2GAWY9V,0.181664127
JDZNTPOK,0.022847609
JKFPPAYI,0.486691954
WWK7YV6P,0.04778015
AQICVXCT,0.40089149
HEJ6QELA,0.06828701
L2AYTZVU,0.026707761
8AMEPAHT,0.128250936
EEAE3MZF,0.052388248
7AUH7E8V,0.86034951
AFTSE8PP,0.051151988
NDZSJKB6,0.089567049
P9SQWJBT,0.053057262
ZEQMBQ2X,0.129150765
BCHE9GYS,0.024917297
E6S6YAY4,0.051588048
YGFGDVUR,0.07481279
3F6AWMTQ,0.130126512
FOAQVNYT,0.023680997
PT4RHVDW,0.11763288
Z2MVTAL5,0.052601054
KARGCZLK,0.152873753
4S9FDJUT,0.052459681
IUJXJRPC,0.089176295
CGBNTZF2,0.771140915
BYJNXWCO,0.033654823
WFVG9TZW,0.052253923
AYMFZAZP,0.206585539
5VZZHUXR,0.96572691
HJXAYFRQ,0.150125439
TTBUER7T,0.089435556
JNUMAMPX,0.056516551
FQ7HEQ2H,0.979316807
RBAJBE2K,0.036108483
AX4Z9MBP,0.02689087
RL8HENGH,0.444469383
D4VSGYXW,0.365735436
KXCM5CBX,0.484178785
KSGADBAD,0.051240491
K7JDGZZL,0.210418283
DZY7R6C6,0.051215112
9TOBUGOB,0.054179992
KXVTVJ3B,0.05041362
HYZMW5PP,0.832196538
ZHPWQQGA,0.03267386
4XX3NEYH,0.333990944
MHNWMIYU,0.118184859
EDDECQLN,0.191175944
SXL2RMVG,0.035721712
CXHXXWD2,0.027537053
WZVAKWSF,0.052108542
5Y56OKJS,0.029024097
IJGNFWV2,0.049998448
I7S5SQWG,0.83937611
KVVFMURK,0.051593564
6RW7XKUS,0.04705194
BC6I7VJG,0.055486245
ZKTZDSOK,0.336920113
C4DVQVBG,0.046498878
TWM9DMKF,0.089307444
DK4DAET8,0.98497245
WPMEQGFE,0.051959872
MUSERB29,0.863425604
PMNHSJBC,0.093113034
7GYJRO4N,0.054394973
KKJZKJL9,0.054560365
CV7PE75K,0.070257814
RWCBJ6NV,0.055195185
MNC79KCG,0.054888091
VWX2CQPC,0.272784432
TECGWAUB,0.352551213
B4ZI9RS9,0.497866642
NBBRFFSR,0.051654098
2BCXK4S7,0.051510354
CCYS2QME,0.053731971
SNF7KRL7,0.239241665
TZT5JOWK,0.033205075
CYRWCTB5,0.051240491
GJUDXVBE,0.023287636
MWAWTDZ5,0.054891568
VZJMVKZM,0.054898776
ETQTYQAV,0.054191499
HXNVA96O,0.426041445
NZKHFGDG,0.041408426
HE8RYDDY,0.062234432
NYYQW4OZ,0.048753618
CW6J9HTV,0.588702559
KFQTDKEQ,0.328514668
HKP38HFU,0.053852838
JXPMREKT,0.298026983
HVXHFC2Q,0.055383818
OQ9JEMIE,0.15002386
PTSKHZVC,0.076362519
TTBIJMEU,0.075214904
RFMS8OFK,0.162788208
UENAPJMC,0.480466247
GZMF3ZIW,0.083610843
MJHTD2EQ,0.198516047
M792XN8L,0.051108062
F8MWQDCW,0.104116217
SWBQYJ7P,0.033146974
EUHJPHU3,0.032788753
M4G7V8P5,0.023225215
HL2HLBRP,0.053114
BXBZBUQV,0.117913234
56969AGW,0.889611828
M6V7WTI7,0.838485776
KUWRT7WX,0.09566664
DELZMD8T,0.512170948
FXEC52HO,0.069636733
ARYABRSB,0.052253923
TQCMZYFM,0.052459681
VTBG7YY9,0.276673285
6K9REZIS,0.829483405
PQOB9KKS,0.129928961
E2GB3OZQ,0.385479834
D3FFPX6B,0.070365124
6IMMAHTB,0.02551384
AHBHA5VK,0.026506399
BDCXLCMW,0.043705066
MXHDLQ7L,0.772090424
4MUWNKAN,0.056906119
9TRGL9JM,0.051215112
URTSTTRH,0.105696611
KVGGAMC8,0.051890288
H87BSTAF,0.865039104
U5ZBUMUA,0.341079345
PE9RVSFX,0.851775298
TRG4CHUK,0.05204986
H8EGPXXY,0.823621179
22P6L8SN,0.07604592
VHNIRTRJ,0.180799848
NQWLTKBF,0.410693064
FB2JTAGQ,0.060594117
4EJ4SBVB,0.098140604
TJKS2U24,0.386355813
DSU3YQLA,0.054872551
LW5BK3UI,0.205728071
V8TPNY2G,0.257720066
MDRG2ZSF,0.052021086
4ZZEBZ3Z,0.030743422
HYVPP7LF,0.099916326
EFQGR3VT,0.054300509
ZMLV5AJX,0.052388248
2QFWRWU5,0.10047361
D8M6YWRJ,0.054860866
NXITGAJB,0.023203053
FKCKWSEB,0.174290565
IEJNSFS9,0.17975127
FA9W99DP,0.264255083
D9EJYQUM,0.350921261
Y6U3WGCJ,0.096523915
4IFJ3QFN,0.080712679
Y8JN2YCN,0.527547147
NGTYPUVO,0.054560365
EF4PVAPW,0.422865214
FWEAX6TF,0.135283568
8ONTBAFY,0.049606476
SJFOL4GH,0.06012886
UHNNGEGT,0.800991162
FK9SCP2K,0.052559776
GXXQXFYY,0.746135651
2O7TK4BP,0.275214016
VQ4YPTHK,0.166127161
HJXT2PDK,0.024375851
NWMKQJOB,0.409657671
H26I8MJ2,0.062996381
BCA8G9J8,0.165680273
HYHY3H6J,0.42782409
WECIER2T,0.051151988
NPCZAFJH,0.122011323
TZQIDM6S,0.052640504
G8FC3WZP,0.02304524
FRTN42FD,0.234401948
ZM5YIJGF,0.48946865
7M7YNQ3G,0.990673811
6UK9Z3ZT,0.056937866
IVZKTRYW,0.817787002
HRFBKZP2,0.053442189
5JRYSUNJ,0.145351504
MVVAGXTT,0.022826778
IQCAMZCE,0.853341811
2QYSZWYY,0.064287534
GFSQKQRG,0.069803916
YTBSD8WK,0.789421266
QRLQKVVG,0.147452645
FHHMGZLJ,0.055383818
VQQFCNAT,0.051946779
AYHXXKYM,0.327243924
RF7HTVUF,0.105859685
33JELWAQ,0.036108483
5LVT3DFH,0.055333644
IBLH3MRW,0.051297676
G4XUJ3T2,0.266063775
LS6G8HT9,0.299571831
ZMME5OQR,0.318236059
J26EGTNS,0.072958417
97K6RN9W,0.814518391
YA2RQVHJ,0.089917559
M4APZ2HS,0.035721712
9IZWMZXZ,0.533124691
5QNKFAYK,0.090037435
MY3T7N2T,0.021528983
HCNUD9PB,0.283659437
WB4MZHJW,0.537640149
ARHE5YCK,0.838672772
5XVCTBHW,0.051772501
MECQHCCU,0.633016463
MDOMG5RD,0.06000671
N5ZJ8HRK,0.096670527
N2BVBDIQ,0.040531556
GDEEPPU2,0.058275068
JU96FMDE,0.070685747
EZZWQDUA,0.401146358
RDHBT3EA,0.482216219
VU8ANVZF,0.857424175
EZFKCMQQ,0.059317178
CVCTGW54,0.051856591
KEAG5JGT,0.036203924
GZWZHTZP,0.063510029
5TQNYCU8,0.811745778
P7QWMS9K,0.826843221
8CFH5AMU,0.630059533
6GH8BUCS,0.86023246
8RKYPS5F,0.318215028
BKWSYV6C,0.222701715
NR8QAQ4G,0.453303
DOFRTF79,0.053042836
FBVGWGKN,0.050878908
IRBXWD6L,0.154153257
Z346XB9B,0.096249221
EPZNFCD6,0.872409494
FPULAP3Q,0.056674653
BMYKI5OF,0.841167868
ICGZBVIT,0.484320439
HZUENPDJ,0.051202531
W5LBQRGY,0.553236276
FKDUHUCG,0.053299029
MVVTUHZI,0.051543862
WCJWWNNM,0.372229442
NCZE3AOV,0.052778844
XSURFF34,0.50590662
CSCBQBZA,0.130454039
HLVCNWNB,0.051899657
AGTMTLCS,0.086240456
7SGUVF3V,0.044352868
L2EANYYE,0.050891481
LKVOFXDN,0.026433369
Y8P7LTE6,0.275214016
YR5JWF6X,0.372627867
BYHKFXZC,0.053919197
HWRFWJAC,0.314648057
NZWCFDTD,0.039133358
CUMHAMPW,0.023252132
F5ZKBDK7,0.541130488
7W2EMDND,0.096954059
WANXAJ9X,0.469064905
X5E65QVQ,0.171631409
7PGRWR3T,0.056082533
KKRMTYPX,0.196994753
KFTMSXFG,0.138721341
RCWA3PV6,0.151259677
DQ4HESJC,0.088915069
